longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-93.2613176915332,47.529988824130484,117,14153,2589.0346688886434,4092,2301,4.430756129824765,313398
-95.70084857010204,47.89409671985612,92,2367,514.0150359780607,925,290,1.827000320304321,184353
-92.38333929094915,49.20830742136184,77,16820,3131.204318554034,7914,3470,1.9488976268608136,184433
-91.27074680251576,45.42236961301509,45,16890,3147.395942894221,3959,3300,3.2753022296469774,206938
-96.01834480700717,45.68571226560572,97,12217,,7134,2848,3.1478085333983445,193746
-94.74844922420797,46.270379286527266,117,20144,5125.668703138972,12958,3391,2.5111722935679612,114255
-90.51793245887873,44.61788101859729,20,4569,1064.5197186066341,1334,880,2.361138515622936,226679
-93.30740553551958,44.26653688147928,94,20687,4782.62170703839,9039,3096,6.031321231917158,408661
-93.1048578205829,46.30665906473301,63,4430,713.6680594907052,3448,974,3.2196034760090657,286328
-91.6374568826892,44.83876515940022,45,3024,527.2952974822063,1316,512,3.7121779940303377,289096
-92.75022532279579,47.45190256862681,38,4804,,3726,992,3.1670457614813072,218869
-96.6642357858316,46.07919632134675,26,6660,1136.3621280596974,6026,2734,3.0633393890070235,169183
-91.00949481865463,48.41280135674124,21,20305,3120.357035856661,11463,3306,7.9210795998536945,559292
-90.0941625131868,47.63156410181327,28,5619,1204.911920146419,7250,2180,3.8880199416659935,358037
-96.78976530597075,45.342963184154044,84,4633,623.6292663972331,2410,934,9.812234907706232,650000
-96.26637687527686,48.41033282823169,36,10676,,3657,2142,4.264227512940779,301902
-91.7947909430024,48.24810970923113,2,9503,2324.562965789701,3662,1832,2.2399613984729503,214529
-92.54555071963816,45.78612243627803,23,9809,2033.0518213216412,2221,1861,5.257750360620383,400467
-94.25461910791756,45.201135813188436,103,6775,1000.2902565682896,3810,1289,2.9020902301649962,242155
-93.04778540315914,47.52672347345236,48,3280,733.512614796618,1647,571,5.966308862634664,383519
-91.78429302639185,44.32453965329493,119,6689,1136.7959544146845,3515,1328,2.2161553063748793,163575
-93.31553124351684,44.67945839460314,36,28529,6912.064897927972,7899,3127,1.472226561156598,72839
-96.1205499003055,43.54343739153093,39,6968,1570.9859012953657,5077,1487,3.1454506337384522,167225
-96.51134257567367,48.14285382726261,58,572,104.47187305956257,472,170,5.815613665385595,425178
-93.82078773904946,47.42262005389299,16,3927,638.1588258626389,2886,1273,2.2619436267299045,225907
-90.09378736456398,47.660475733895375,19,10314,1624.8234516143646,4481,1667,3.899833938936445,287935
-92.9051003547446,48.10630128302961,95,6016,1982.1717994645269,8189,2139,2.218231689269564,152586
-94.44170546856256,46.207603075676204,31,7722,772.2,6782,2281,4.594595283461935,341593
-90.20296249468802,46.855573056122076,96,4899,,3657,1546,2.5491095554259933,217327
-94.20753239742218,44.32480228895318,34,3449,879.9227568201683,1507,586,3.3896418877712193,281498
-93.27957209680531,44.17572743386224,94,11506,2811.2745490670354,4601,1599,2.5859402163267613,191385
-96.30295515415885,47.44357747456378,26,420,,260,111,2.14328247387736,195586
-91.52201271950076,46.27946761624448,84,10616,,4175,1820,1.2646589133242392,125748
-91.80766722999338,46.834893028239016,28,3226,,4182,1613,1.6737362764628037,102835
-91.08432125498317,48.01349325875455,94,5352,808.242847033369,4603,1311,2.6504197662355033,202872
-94.69602688660622,47.24483808800348,35,14343,2797.7285391162254,7225,2350,3.6764481709657275,223404
-93.84239021319033,46.76611846388217,103,12609,2778.3140853824248,6274,2665,6.9191968128743815,496540
-95.90376882124058,46.79932224839794,62,6670,1502.9468051049619,3112,997,2.3775864149419452,205607
-89.77331245405695,45.29330557856941,5,3622,606.5601375306716,4717,1811,2.255490332079989,187249
-96.53720442495931,43.681825223950845,86,7510,1984.490783610881,5144,1833,1.6549178583423692,115297
-92.20259756170398,46.07663259647094,118,10764,2590.3029178755,5039,1831,4.414972159675904,331836
-91.76951806184806,44.76604956963522,26,8620,1310.174593380075,1962,1471,3.885151781704204,294327
-95.98542915288746,45.91031899797535,92,4858,855.0641094236918,813,813,3.674282146025546,260248
-94.38701131510523,48.53507813228218,34,3764,610.0194736315763,1868,683,3.508189493269973,269547
-96.86792543592888,44.88024296660551,65,710,139.77662657804686,426,204,2.5396909726086885,199892
-92.91411641658287,43.84398617596549,23,1116,258.30802058901185,447,277,5.536142471816588,433885
-89.5389763002581,45.16016496292978,48,24731,2657.7157395467852,6006,2851,2.118039113668308,106960
-93.88988583246937,45.23220317082343,86,1115,112.38235962308454,1063,337,2.4272935063552175,167958
-89.57693670312838,47.40530743688868,118,9254,1465.8030842431854,8466,3008,1.901526700473446,57388
-96.22806423667099,46.78648969881354,33,19580,5240.288571558576,9642,3148,2.8348937564259344,228395
-94.17810155683797,48.12499943372784,12,3322,703.8585187023143,2642,920,2.1192808470242035,151719
-90.25486973062677,47.419449887931584,84,12668,3532.5816630033382,3290,1606,2.263198309072777,166908
-90.44944479123747,45.897682482496414,92,12315,2367.096399795826,4059,1324,1.7507802568156108,99179
-94.70834485040267,48.3027202695296,44,6962,,4247,1439,1.9516952931167604,125015
-91.97469850498385,44.48514022745545,17,7459,866.5735955537508,3331,1317,1.4566410766889153,114369
-90.37656667900501,43.634001231489776,29,3113,493.5405513608288,3331,1264,3.5294249885953315,263579
-91.29504351062015,44.031282378576286,67,16369,2766.2268679406816,7461,2426,2.038051988598246,176399
-92.36073328361654,47.761920168519055,16,3006,300.6,3231,1503,6.203043300381874,412601
-96.02516776788782,46.225075658483185,56,2348,370.85699952992786,2394,736,4.600375031914962,327061
-96.63787926720667,44.45150349629825,37,7464,,4079,1388,3.099848333090768,244571
-92.46740921541249,46.45616417310984,13,20635,4149.438557044658,8914,3427,3.8827659588239194,271327
-93.34787737419387,44.39864140600769,6,10284,2035.127649454397,12167,3458,4.420835699502717,338832
-95.36711772006757,47.60829021295864,22,1359,293.54558286568783,565,310,2.404337441772382,144302
-94.94567257881552,46.13232202588678,88,5569,661.9597710663054,4780,2057,2.741333104724496,160162
-94.18092873554914,45.748025233969244,44,16110,2307.7454269018845,7470,3410,4.880039635488595,381086
-93.38448943865671,45.27892132597247,38,3035,747.5108601156116,2136,759,5.024122753467522,276972
-94.19500593801922,47.21866729940144,39,1414,264.48407965740824,1102,333,2.1232170510868382,154419
-94.21785412493806,45.634694402265005,1,5064,1227.2438875372368,1648,820,8.441672328070748,590840
-96.30885735290258,44.017134523965,28,6628,1278.8036999533806,5403,1179,1.6344635880360754,146383
-90.53495377943386,44.19623482251104,98,19798,4144.881489561188,7217,3277,1.074141155231373,90291
-92.50951357030867,49.17519622084213,58,4765,1078.9603445262921,2681,952,6.52175429837182,438753
-96.07501317856452,48.86062607517488,85,7706,1326.78764218138,3194,1228,4.169988419045003,272251
-93.9361670978399,47.628272089483424,71,5054,842.2192637295573,2580,982,3.2655479177329214,201273
-93.9912874773725,45.06863277261117,4,6386,1060.083031842995,3040,1431,4.325520031658122,374095
-92.57521923563375,49.21814062635157,86,21080,4133.830511370715,11280,3481,2.2132168346996988,184976
-92.51170394256015,48.094630333398186,60,1752,400.69946260031315,801,384,1.3742529937299475,121574
-92.23178954525584,47.729652116038075,39,7802,1401.7758677845209,2551,1658,2.453815368126956,185334
-91.82614645845268,46.15123286264835,10,14876,3834.3473636571975,4213,2187,2.19514935509396,158768
-96.40417384480658,45.106225214886436,78,3370,968.8120797437484,1754,506,1.9255168924348718,140008
-94.85209905558935,44.068706676705645,68,1193,186.1981597379058,840,251,2.2905078393927725,134647
-97.06642179237042,48.82535413960866,73,22385,5807.158957422825,4799,3439,2.305040969834701,215889
-93.69926035698106,46.1890801100183,71,3331,663.2194497979696,3134,1015,2.4293509577437136,145792
-93.89338840070678,44.69394385229186,84,4405,964.860684199907,1305,925,3.56615266531124,202823
-91.54568263761801,45.30514408248885,94,5232,1011.3651794635356,3320,1285,3.8613927591771176,366902
-95.91319951111947,46.917395456757184,114,1798,469.1989815897647,648,346,3.437653467722128,224252
-92.33749268013356,44.542959419341464,116,3774,,1877,599,0.95751626385234,37118
-94.83845467593783,48.554024276145014,108,1098,,533,182,1.9006690587350037,157955
-94.25924314396532,47.97526522602774,118,11180,,6114,1918,1.9123142732913545,82172
-91.66149115973981,47.744831440110524,100,9050,1266.4224741546375,4055,1674,5.1475105358531605,320296
-96.64908002598347,46.04934893467311,48,5114,876.6394995055116,2562,1031,2.0507279815240924,186969
-94.56057175523006,47.201122160144415,85,22559,5888.263415155939,5478,3222,1.279192855536109,172682
-94.18681112792468,46.94617801658514,68,3274,,2253,1137,4.096148001281483,321700
-91.68873029874216,47.33409494917343,34,659,110.70937932522654,497,157,3.1300893699888865,258691
-95.6659720039556,43.99822149472534,2,2547,369.56806265300736,1235,438,9.313655744031287,650000
-89.90491994858344,45.9532636728066,18,19216,4757.664748592301,6829,2565,1.6136368378449562,129512
-89.51723296348499,43.74552362578517,116,8955,1983.1444020941424,6422,1913,2.723513654155627,130971
-90.89439191568557,46.41454583354266,83,4736,479.27092876183326,1792,985,1.8838270250598792,113056
-94.89221373873083,45.44618115276343,104,3072,1056.7261077576245,2853,941,1.8854838214335465,179464
-92.08822676363901,44.352692714309676,71,3703,742.7576348308071,1597,844,2.074615437293453,112013
-96.55976015592591,44.110077509563055,18,9606,2738.5095036002685,5348,1534,1.8325782339369732,148808
-90.49114926905987,46.9671029758485,68,18861,3936.47722636323,7293,2492,3.26628665906254,233527
-93.2268548912959,44.50649851436763,110,10800,1598.0007563924187,7212,2269,3.09054809378299,222752
-95.84141841933766,48.9582086984231,85,10572,2216.971083782878,5756,2642,2.961839362427778,228257
-94.6788924913749,46.92826072423233,36,1273,161.18970312262726,938,240,5.316008851430505,397641
-91.03428086744259,45.546531846755535,75,5555,1076.0240637762813,7598,2000,3.861860365297626,372232
-90.49925389081174,46.98640139974036,75,19037,2771.759121005028,7714,2699,4.37521594611879,328835
-93.19820692060495,43.634542839075216,28,2639,500.8271905447087,2601,787,3.23052352473221,292315
-93.50160144760781,49.15549935812453,60,11800,2506.323290270667,5033,2081,3.452627733061137,248613
-91.4193424515399,46.34559027796311,109,683,146.69190066917864,222,121,4.560659424911673,373845
-90.83833990660713,48.11813784077669,68,19610,2490.6486174613738,9826,3193,1.7960095571253853,109261
-91.31067954455219,43.98810699954239,105,14550,2440.902285140601,5338,2606,2.23816516588143,189847
-94.23990401319661,46.37128415194515,84,11542,1168.4792396988548,7510,2218,3.1047256733465622,213156
-92.25717163560824,46.395171266691676,15,12492,2886.1863903208123,6902,2138,3.0608288269663126,269264
-90.59832870631385,49.0331760843524,66,15336,3222.7151049879453,6515,2377,1.5847898534951579,142703
-96.03144311783487,46.87319550901884,71,12126,1712.8769391196695,4158,1536,4.233027424251092,339056
-94.21134752461478,46.293587466236026,79,12011,3246.5122962766604,10816,3387,5.741704517609704,407456
-96.76403459416046,45.07515641224217,109,2016,450.2297443443335,2283,826,5.549149277219882,366559
-94.05164490020702,45.45625708432106,45,8224,1601.528365063773,6732,2856,2.1990619078578457,204968
-91.2534279538264,46.57196717458207,80,6671,1176.3263760907037,4549,2690,4.40379883630979,273730
-95.68288098562297,46.089577615799776,100,10021,,9357,2947,2.5057116658917646,111171
-93.02746893634225,43.62751127129395,63,1094,,961,341,3.100988250923007,146116
-96.91828985265194,48.37512235274671,5,7380,1909.1907444700628,6860,1613,4.932876417043794,423064
-90.28809507136623,48.78734855385462,109,14812,3165.6706427525332,5809,2285,5.491967308889935,373612
-90.88596384926653,44.3274696250918,27,13531,1996.5194577336383,6129,2204,2.4623057992044974,209043
-93.16204922323959,46.76881324688039,92,10410,,6820,2440,2.378136469939761,154950
-91.76544013101599,44.14059687269911,88,9917,1938.578334768402,6746,2256,5.895812926665698,408319
-96.3998455305098,47.46621654893489,79,7057,1087.1271447732352,1735,859,2.8707769246610124,178496
-90.69188687774025,45.15927932465015,93,17752,5303.827259888073,7441,2914,0.7785575244961843,62289
-91.69248621074736,47.39059354468222,52,9515,1382.056016469009,5397,1743,3.6619035306397536,199707
-96.27625104521688,47.789268224292606,13,18299,2904.7497908131486,8161,3400,2.094655781289815,106697
-89.64869250458541,48.03502020231417,93,8903,1780.6924574322163,5742,1868,2.643435297194628,138444
-97.02651557961036,44.13567158113979,66,15810,3416.720341043086,5122,1927,3.9232603248558244,245723
-92.36046635803564,48.90446988631189,104,10371,1683.8016059934823,5994,2110,1.3073133196009226,141964
-95.87748652509572,44.858262546279796,38,16602,1660.2,10072,3061,4.237236442204994,392974
-91.66171610100957,43.72073408143946,20,8627,1739.4104642838565,7794,3164,1.5192252921555867,173110
-96.65787184444041,46.77362956940975,21,8864,1309.223412524553,3609,2088,2.1506072994399763,62381
-96.575523202108,45.68844147478839,83,8559,1558.1399292832668,4775,1957,3.4666109988864036,302596
-93.60955359766388,48.39575948448124,10,1689,269.3754404730629,599,285,1.726863263731483,136037
-89.54612711640527,48.26868368517938,84,1324,193.06442651491952,434,328,1.7295567351182664,72678
-95.07082495376599,45.37111946765402,29,13729,2562.887011245191,6603,2604,3.492937843219186,325203
-92.48353316217478,49.122106430911494,18,5457,918.9294814724442,3459,1272,3.8121617351427237,268441
-93.20678712731839,45.2164152450267,42,5621,888.1020502198178,5088,1584,2.7733117217975938,174187
-90.71567900569163,46.53883706246712,101,7799,1936.3413997356363,4285,2236,3.9701208191291,249102
-94.97786002067026,45.01019403434886,8,4218,633.770052295938,2265,854,15.0,650000
-92.92692826852155,49.02265706328888,103,6596,1235.9262101372353,4037,1232,1.5366033880270789,130493
-89.88019893369011,44.47118612373391,109,1202,238.14701543477665,552,245,1.0966706467899552,86063
-94.63908927581235,43.76497265441474,17,10706,1236.215105763189,7917,2710,4.980462333697081,336188
-93.8165770239116,46.06707265401792,43,9127,1315.3368180884088,6505,1828,1.764454534446689,73824
-90.35613747832173,49.355015827929435,88,3513,695.6525125746609,1104,745,3.547686841309718,216917
-94.63975879929468,48.760895870903994,56,7732,1516.6315375404201,5875,2126,3.9480199293586433,288626
-94.26881201231963,47.916787314796,29,3120,501.04632701260635,1932,586,2.957662011235485,198101
-94.85828517164173,48.755675696183296,64,21799,4331.424086823425,6580,2754,3.404269297843427,247223
-90.96660840999694,48.77133517421739,28,4403,939.532570138922,3037,885,6.483026344736381,453282
-90.03602032762909,46.561264326280046,2,3065,702.9315448487072,3037,1019,2.28077004532051,227842
-92.34053861886483,45.36398140580168,16,22785,5316.242141203392,11270,3078,5.33639631291306,392128
-92.39804798930068,48.05487334945483,109,18607,4846.263652299943,7745,2626,1.666164108426182,146325
-94.19697212820856,47.40380145268979,82,17747,3644.9134300362634,8963,2415,3.518112969862333,236366
-97.10387512829948,45.70458060035489,98,11023,,5965,2146,3.739897778618701,311249
-95.86068048905848,44.05735334156294,109,7518,1392.4318441248813,3323,1868,2.902751357154688,180162
-96.06472466965519,47.90605870695925,21,2903,396.39614849659847,1670,752,4.648730091780744,306464
-96.30770857833961,45.0485170439449,69,7748,1876.969450520944,3599,1121,3.06325643394552,265361
-92.16383566638886,49.0271975881493,42,25664,6894.784189634384,10790,3373,3.489038388105714,232263
-96.15011306672176,44.92172639253354,31,12310,,7779,3223,2.1865340918917457,134777
-96.54061856546727,44.224271801227765,43,5138,1326.201901783079,9460,2569,1.9170626152186296,112604
-94.25412239947369,48.40356476553694,23,16145,4112.135040237426,7451,3121,1.8956275318339597,138915
-95.28252549514718,44.40437746808451,68,10892,2343.7805212059066,8153,2834,2.2799193516614746,158506
-96.07687379860371,44.55768301813066,20,6030,1364.790460912922,4167,1457,1.687857883703675,158290
-96.07481535819903,47.036358469972974,14,12261,3033.811412410277,4561,2532,6.962009665324023,515365
-95.22721605777271,48.65991604094104,25,15461,2013.0152514600863,6737,2659,2.615317688057451,203574
-93.06625682200448,44.65896452771598,74,2296,487.6496968851983,2296,570,2.9918956860020547,245504
-91.36266387929737,45.33090967011056,66,17325,3944.9781594449705,6561,3206,1.7923307628887826,165284
-90.63361984695852,48.08668854562295,99,8899,1141.519774275295,5283,1776,7.538147157222727,467947
-91.41408255701086,49.23377591375971,119,2330,688.7737741561999,2222,1165,2.67875112099981,144282
-92.36275790027788,46.45437299859382,28,10295,2621.3735436606235,3491,1711,2.3045329204857374,165839
-90.21129075309997,44.34899526505238,112,5505,1403.9714280431238,2131,1217,2.4020498768083827,87361
-93.19802661894627,43.58222409747839,34,4064,895.8873584582133,3892,1230,2.7320516432924022,210243
-92.32315232542658,44.854970576993246,12,8037,1226.2131135088234,4060,1955,2.620290240984681,198857
-94.03052176244462,44.277751084940476,96,19216,2624.448482849956,11731,3491,1.6393853944849228,174858
-94.67914165321825,47.49818617431586,25,7840,1529.1057465409701,3394,1488,4.424205898783964,358599
-94.64581929814835,44.21881177730833,33,5112,,2219,829,1.8198605418275908,137960
-96.05795693081535,46.487346596561736,82,15743,,7655,2689,4.324288112102393,330740
-91.06619808981135,47.59614837029303,96,3793,1082.9445374937216,1796,1102,1.650912759255298,112877
-96.77366575063172,46.92858799440332,83,3850,710.1881783465883,5240,1925,3.247731111628244,242733
-92.0049236230132,44.67867634479434,17,5171,941.1154276852501,2700,961,1.8946541643727128,90519
-90.54365651515482,48.24433470447535,26,5040,1009.9576941008485,2692,820,2.1651587646305472,153455
-93.36980172821268,47.72090206473323,63,4680,665.4497323963438,1935,956,3.7302316298260694,269388
-96.65945397982007,47.8600056231017,114,8116,2232.664458973424,2765,1311,5.111196389147503,328772
-93.90118554539595,44.27324073418815,20,12379,2321.0331787684095,10029,3348,6.821928008887201,522785
-94.55715515780591,44.230147441537035,70,11150,2371.180413213574,8211,2382,3.553347266585127,262597
-89.61134724139438,48.97261905093839,119,9414,2266.0976336607678,5532,2465,2.996803581577893,220609
-91.87725794753413,45.845711343567146,63,1755,284.9563657200448,522,281,1.9474233630984772,155287
-91.64552950281731,45.275597281507544,32,521,111.42585534850922,327,136,1.342835510149866,118378
-93.22813272399083,46.38264586757405,98,10469,2089.784734913235,2515,1263,3.9715253856909682,301065
-91.73751024079586,47.410898855305135,21,13861,3448.1915807689243,8848,3117,2.6804164131967814,270533
-91.6362034792393,49.13817721657712,45,985,197.41446744558277,300,154,3.016429169505391,149467
-96.68903661825499,45.190032738604124,23,12076,,8608,2704,2.5113377505456103,161040
-95.48592976152501,48.956369732940956,86,20826,3192.1586917078807,7882,2890,2.1748218899256955,157660
-97.10014982319758,43.64667099917891,117,7463,932.9693252161292,3343,1044,4.0734668024158,316882
-93.27448297435,46.775668449728265,110,2347,695.556504435992,570,498,6.470292800964252,455156
-90.45634111776259,47.2404531589184,10,3485,943.4902377011875,959,621,1.7507949782173615,122291
-92.50643008284597,44.12479468212945,113,2574,,1221,362,1.2926507119322423,76473
-93.34840203588064,44.32800362267709,71,16788,2509.3512414588004,6435,2968,2.702742003189339,220754
-90.07006297339807,45.97277448396619,5,10593,1385.069823391743,4771,2774,2.174955814545863,158934
-95.8739174651325,49.20076828164477,16,12663,2669.6396820651976,5915,2387,5.1174427716293795,377769
-96.62554682718583,47.0166510640828,9,1647,250.68184864156223,1109,404,3.7724740695478642,258713
-90.13674582964518,49.004837007441246,55,18070,3374.135346776341,8342,3330,7.0499907284777,498859
-90.24858048712514,48.245729402116524,85,9749,1278.48700838277,6988,2426,4.87936682690845,353944
-91.94111185616029,46.25755144917622,55,16788,3718.808148323731,8160,2915,3.149232888871393,134004
-95.3059604518604,48.13010435058791,1,3500,406.1277103828745,3850,1391,3.210434063439884,311338
-89.73281700977634,43.60523702546423,36,2715,882.793839275249,2631,772,3.582566695903998,328831
-91.30683309111053,44.143949580917834,79,11601,3192.7939647278413,7497,2893,1.994593767335593,74755
-92.01101170639805,48.39362882780814,58,1358,440.10579156276606,705,274,3.6540833352313387,252121
-95.48358280508106,48.201220821118454,98,2113,486.66505849903047,2221,721,5.566531706449711,315317
-93.24921337842501,44.872580377601956,91,2410,669.6174836970232,1823,622,2.260714239376693,85070
-90.8661629420131,46.63154058453441,11,2464,602.7912235008438,796,387,2.694390161552502,240209
-90.5759962695614,47.075493342130066,85,12914,,5020,1973,4.0370806871704685,340333
-92.87698810833024,48.61965982727847,3,1752,317.7900684646903,2507,876,5.897299514850454,421618
-93.17448740336167,47.05833222829848,5,14618,3233.536612192711,7606,3384,2.1511081432259185,232999
-91.82783452203117,45.93417225871471,61,23249,5989.198589133095,7441,3269,3.3536204183923326,216517
-93.13248389879396,45.70768585610238,117,3883,775.3197520397665,1186,672,2.962130179028645,146700
-93.98385600689441,46.012704309603706,118,16962,3862.755096291863,2919,2919,2.65559789699478,163579
-96.5422736120322,47.34639305092185,92,1402,257.08081400337045,551,232,1.3014067081400817,69583
-96.22941749699004,48.61819472733872,64,4028,722.5425872989895,2866,1071,2.149242184843798,175521
-91.34587889485486,46.17799160425017,89,12935,1635.2818723676294,4551,2343,1.7291089943840778,163751
-97.01008670239314,44.96225342141301,117,4726,1049.809617527223,2741,800,2.8277820294756304,148307
-96.79725130135841,44.89630794168573,118,1956,343.06603844066115,719,365,2.4501065029193807,116463
-90.23424444873459,47.90148425343633,84,2917,395.9992553962733,1992,633,1.7591845299910445,159911
-91.77922222639893,48.31775570420107,24,11994,2043.2261700550887,6668,2339,2.664844761051721,193761
-97.16756204126108,44.12114067113934,36,2973,637.0082227674433,3327,852,6.955548221164242,508575
-94.79726601746748,43.892697256035554,41,5729,1337.1768663435553,2736,936,2.2292797223403795,143797
-91.3224478534143,47.00715861616307,29,2428,463.20687897447675,1380,797,2.5232108565235705,172289
-93.98447384017513,44.36242214073692,115,12316,3120.987488793146,10014,3098,2.7135061640020504,217762
-93.59025676399254,48.36551872369241,73,19408,,11286,3119,2.1646024918572566,187546
-93.66724722994537,45.33097457615204,49,15981,2967.072512964708,4358,2836,1.4770736145648409,170039
-95.64356509490538,44.34884440452974,40,747,185.76905839130012,498,167,6.781359681384854,461463
-91.6452859281834,48.933725787675954,98,2502,416.9091716243851,2963,951,1.3179640130208234,141579
-96.40685125498545,44.47663716413814,29,15864,2141.3572540951122,7644,3092,1.3890246069217123,137173
-93.29416648729064,45.17984848579382,87,8437,1288.847130927064,2274,1983,4.208049965115745,301604
-95.89134012856292,44.406319031633146,47,1420,222.6161273632141,581,240,1.1946171560449885,73662
-96.8416973662559,44.181391375625594,7,4186,,2129,946,4.250155846741164,337280
-96.0970220897568,43.624773296384994,64,7492,2240.9494780534023,10240,2911,4.426153100188473,299599
-90.5061209903996,43.826832914069136,13,9648,1677.0118686893436,7864,3088,2.0944688746649893,237369
-95.84366298119045,44.53038467852153,110,7053,1277.8469247929725,3639,1547,3.0608541536198186,205898
-95.0565570906049,43.814953402500336,26,3298,684.9303272316178,1382,615,2.936678505930419,216723
-96.13667013070287,46.98774851505473,114,1250,167.45660169905273,1011,362,2.0910486719395487,186437
-91.53630271723526,47.51621570811709,79,3517,729.0583849353003,2281,866,2.277659911424252,167291
-93.77004141212494,45.822419695308966,87,17990,4188.708600604218,5986,2816,2.7993172800691344,166044
-89.93401020243296,45.37614747201709,15,19975,5475.742094344793,8026,2910,2.4347600699034766,140155
-92.08470071669115,46.47670479843116,29,5452,1448.555743740669,2199,971,3.8924870479752887,252987
-93.10830300225186,48.66252915918419,1,16331,,3574,3422,2.8076482553103466,158279
-92.1439418264631,48.52167659825101,55,13166,2486.15924743313,9257,3085,3.680660325117562,259456
-96.88872454928558,43.756502865875476,35,20772,3982.472566277217,10177,3457,2.5231165376592055,223581
-89.87991599700908,44.57084061661949,12,12555,2766.8188322335427,7226,2657,4.007055487422697,276949
-89.8354919997872,44.89679473951593,38,13476,2663.7845090951178,4781,2048,4.471604149897596,407878
-95.07372301212243,44.97138669741005,68,22893,4474.740309573126,8790,3438,1.2325384108172872,50104
-92.36212478287787,46.870272645282355,65,14194,2175.563297557341,7546,2441,3.561437539952368,270543
-95.64525262012297,45.95594831164883,77,13040,3045.2767260593655,6502,2928,2.1977188735897584,174982
-92.98446718157646,43.790599307572805,100,6712,1442.3257193951367,4577,1469,2.465869755256141,155469
-91.26492285874217,45.70432341691147,48,2512,407.4100383152042,1576,919,3.4585483350178476,244955
-89.96337271899849,46.59014239743406,105,10492,2879.538572343011,5534,2049,3.1743496046161948,273027
-94.58802969085433,44.099864227131924,27,7566,1592.088994288936,3899,1491,2.7043751433679315,245238
-91.86000947457073,48.4174054673525,62,4051,521.7506207046489,4139,1293,4.045342846812208,317094
-91.68351121952672,43.806575012144116,118,21585,5336.776531549507,5056,2468,3.2565496699140204,183538
-95.4971542310315,48.95656702720657,2,13130,2184.400685364711,4600,2176,2.1355948573755517,195562
-92.35645258750088,44.08476753532126,5,4624,830.055251599453,2070,1174,4.925425898404427,387236
-92.15325607325413,48.47709221442674,65,7627,1454.116818992025,2081,921,4.850234033184585,366054
-91.31661398113553,48.82565354917294,88,8724,2121.33451513121,5390,1958,3.0222123636939187,161156
-89.5004061176001,49.279467015460895,16,7811,1539.6518294575696,1843,1212,2.3366478489090543,199004
-96.8902107554161,48.231952693614204,82,4840,1117.6412294408044,2119,908,2.123081665569652,164994
